Thread,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
thread_30.txt,0.011111113245964642,0.746332141864398,0.01111111477087548,0.011112233885389544,0.01111112220465952,0.011115569000128469,0.011111114766144648,0.011119809839218611,0.1647646151010761,0.011111165322144997
thread_300.txt,0.01250027198318083,0.7234506406735387,0.012500002908778703,0.012502683722244293,0.0125000099839748,0.012504898819080025,0.012500002879679581,0.1765296053473312,0.012511655025046963,0.012500228657144891
thread_301.txt,0,0.93075902760862239,0,0,0,0,0,0,0,0
thread_302.txt,0,0.75896934465045574,0,0,0,0,0,0,0.19102432635600045,0
thread_303.txt,0.014285716712956077,0.60925743312272518,0.014285718464017489,0.014288573115334786,0.014285723242779418,0.2764468794384185,0.014285718452195046,0.014286072525012914,0.014292335627389411,0.014285829299171085
thread_304.txt,0,0.43529729140240403,0,0.46315997341570203,0,0.071105718425900452,0,0,0,0
thread_305.txt,0,0.41831387098337164,0,0.49699009474247907,0,0.055527230945689454,0,0,0,0
thread_306.txt,0,0.43529179534700213,0,0.46311603438018445,0,0.071155153766555013,0,0,0,0
thread_307.txt,0,0.61297136433644928,0,0.31580437059330763,0,0.045296437397176634,0,0,0,0
thread_308.txt,0,0.83193451733192769,0,0.1299655538117658,0,0,0,0,0,0
thread_309.txt,0,0.61771224774666289,0,0.34749980592902213,0,0,0,0,0,0
thread_31.txt,0,0.69267515833219118,0,0,0,0.22665011199484783,0,0.050237256049778058,0,0
thread_310.txt,0,0.36817453781566528,0,0.50186613972162608,0,0.1040302018972654,0,0,0,0
thread_311.txt,0,0.40079719225491639,0,0.55919871503714869,0,0,0,0,0,0
thread_312.txt,0,0.50679814056248529,0,0.4487521714758208,0,0,0,0,0,0
thread_313.txt,0,0.43535860974540463,0,0.46316442980290767,0,0.071039943513807102,0,0,0,0
thread_314.txt,0,0.54345562350415,0,0.3725316116470539,0,0.056008393655186568,0,0,0,0
